id;message;association_to_offender;time;case_total_reports;allied_report_count;enemy_report_count;most_common_report_reason;chatlog_id;champion_name;label
7703;and you prefer to farm above push omfg;ally;00:23:44;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;1
7704;lol;ally;00:23:48;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7705;report ashe flaming;offender;00:23:51;7.0;1.0;1.0;Negative Attitude;1004.0;Kha'Zix;0
7706;i got killed cuz u didnt ssed or jhelped so dont talk please;ally;00:23:57;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7707;WHO FED KAYLE!?!!?!?!;ally;00:24:12;7.0;1.0;1.0;Negative Attitude;1004.0;Thresh;1
7708;GO BACK FFS;ally;00:24:12;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;1
7709;what a noobs jezus;ally;00:24:32;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;1
7710;diana did;ally;00:24:38;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7711;wtf diana;ally;00:24:44;7.0;1.0;1.0;Negative Attitude;1004.0;Thresh;0
7712;report team axept ashe;ally;00:24:52;7.0;1.0;1.0;Negative Attitude;1004.0;Thresh;0
7713;diana stop feeding pls;ally;00:24:56;7.0;1.0;1.0;Negative Attitude;1004.0;Teemo;1
7714;0 push;ally;00:25:05;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7715;kk just surrend;enemy;00:25:05;7.0;1.0;1.0;Negative Attitude;1004.0;Warwick;0
7716;stop talking ashe noob omg;offender;00:25:15;7.0;1.0;1.0;Negative Attitude;1004.0;Kha'Zix;1
7717;more shrooms teemo;ally;00:25:27;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7718;push something men;ally;00:25:43;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7719;let;ally;00:25:45;7.0;1.0;1.0;Negative Attitude;1004.0;Teemo;0
7720;vayne come mid;enemy;00:26:08;7.0;1.0;1.0;Negative Attitude;1004.0;Nidalee;0
7721;feed vayne to kha omfg;ally;00:26:59;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7722;teemo wtf;ally;00:27:06;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7723;report team please;ally;00:27:32;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7724;you guys are rly bad;ally;00:27:36;7.0;1.0;1.0;Negative Attitude;1004.0;Teemo;1
7725;kha l2p please;ally;00:27:39;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;1
7726;WHY GO ON SINGED KHA WTF;ally;00:27:58;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7727;focus her ffs;ally;00:28:04;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;1
7728;this team teemo;ally;00:28:14;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7729;diana shit;ally;00:28:18;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;1
7730;can u stop talking big noob ever?;offender;00:28:19;7.0;1.0;1.0;Negative Attitude;1004.0;Kha'Zix;1
7731;kha shit;ally;00:28:20;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;1
7732;omfg;ally;00:28:48;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7733;this team;ally;00:28:50;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7734;0 help;ally;00:28:52;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;1
7735;shut up feeder;offender;00:29:02;7.0;1.0;1.0;Negative Attitude;1004.0;Kha'Zix;1
7736;DEFEND BASE;ally;00:29:02;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7737;DIANA BACK OMFG;ally;00:29:11;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7738;report ashe;offender;00:29:16;7.0;1.0;1.0;Negative Attitude;1004.0;Kha'Zix;0
7739;lol kha im the feeder?;ally;00:29:18;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7740;for?;ally;00:29:20;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7741;flame?;enemy;00:29:30;7.0;1.0;1.0;Negative Attitude;1004.0;Vayne;0
7742;sure;offender;00:29:33;7.0;1.0;1.0;Negative Attitude;1004.0;Kha'Zix;0
7743;lmao?XD;ally;00:29:34;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7744;this kha is saying im noob because he is playing solo and not in a team;ally;00:29:49;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;1
7745;we need wards in baron;ally;00:29:56;7.0;1.0;1.0;Negative Attitude;1004.0;Diana;0
7746;we need team play diana;ally;00:30:03;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7747;nice arrow;ally;00:30:04;7.0;1.0;1.0;Negative Attitude;1004.0;Teemo;0
7748;that ulti;offender;00:30:05;7.0;1.0;1.0;Negative Attitude;1004.0;Kha'Zix;0
7749;game is lost already cuz of u;ally;00:30:14;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;1
7750;so;ally;00:30:14;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7751;game is win;offender;00:30:19;7.0;1.0;1.0;Negative Attitude;1004.0;Kha'Zix;0
7752;sure not cause of u bastard;offender;00:30:24;7.0;1.0;1.0;Negative Attitude;1004.0;Kha'Zix;1
7753;u playing solo so no;ally;00:30:26;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7754;all mid;ally;00:30:34;7.0;1.0;1.0;Negative Attitude;1004.0;Diana;0
7755;u focus singed;ally;00:30:35;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7756;lol?;offender;00:30:40;7.0;1.0;1.0;Negative Attitude;1004.0;Kha'Zix;0
7757;shut up pls ur ridiculous;offender;00:30:46;7.0;1.0;1.0;Negative Attitude;1004.0;Kha'Zix;1
7758;let me farm ffs;ally;00:30:49;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7759;omfg;ally;00:30:52;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7760;i need money _____;ally;00:31:02;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7761;omg;ally;00:31:24;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7762;that feeded kayle;ally;00:31:26;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;1
7763;l2p guys please;ally;00:31:42;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7764;fcous kayle;ally;00:31:56;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7765;lol;enemy;00:31:58;7.0;1.0;1.0;Negative Attitude;1004.0;Warwick;0
7766;not easy kills;ally;00:31:59;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7767;they follow you;enemy;00:32:00;7.0;1.0;1.0;Negative Attitude;1004.0;Warwick;0
7768;nice chase teemo and kha;ally;00:32:08;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7769;noobs;ally;00:32:09;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;1
7770;kha !!!!!;ally;00:32:16;7.0;1.0;1.0;Negative Attitude;1004.0;Teemo;0
7771;focus kayle!!!;ally;00:32:22;7.0;1.0;1.0;Negative Attitude;1004.0;Teemo;0
7772;u guys so bad seriouslly;ally;00:32:23;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;1
7773;idiot;ally;00:32:24;7.0;1.0;1.0;Negative Attitude;1004.0;Teemo;1
7774;just surrend;enemy;00:32:25;7.0;1.0;1.0;Negative Attitude;1004.0;Warwick;1
7775;this team playing for kills not for win so bad omg;ally;00:32:39;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;1
7776;fck you noobs;ally;00:32:41;7.0;1.0;1.0;Negative Attitude;1004.0;Teemo;1
7777;let them push its over;ally;00:32:45;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7778;teemo;ally;00:32:47;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7779;who is laughinh now tresh?;enemy;00:32:48;7.0;1.0;1.0;Negative Attitude;1004.0;Nidalee;0
7780;blame kha;ally;00:32:49;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7781;reprot ashe thresh omg;offender;00:32:55;7.0;1.0;1.0;Negative Attitude;1004.0;Kha'Zix;0
7782;not my fault;ally;00:32:56;7.0;1.0;1.0;Negative Attitude;1004.0;Thresh;0
7783;this team;ally;00:32:57;7.0;1.0;1.0;Negative Attitude;1004.0;Thresh;0
7784;khas fault;ally;00:33:04;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7785;not my problem;enemy;00:33:05;7.0;1.0;1.0;Negative Attitude;1004.0;Nidalee;0
7786;playing solo and for kills;ally;00:33:08;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7787;ahahhahhaa;ally;00:33:09;7.0;1.0;1.0;Negative Attitude;1004.0;Thresh;0
7788;omfg;ally;00:33:35;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7789;nobody defendS?;ally;00:33:37;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7790;please l2p kha;ally;00:34:07;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7791;you only go for kills;ally;00:34:26;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7792;while u could have pushed;ally;00:34:31;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7793;pelase l2p naab;ally;00:34:39;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7794;looooooooooooooooool;enemy;00:35:02;7.0;1.0;1.0;Negative Attitude;1004.0;Vayne;0
7795;lmao minions op;ally;00:35:02;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7796;stop solo;ally;00:35:03;7.0;1.0;1.0;Negative Attitude;1004.0;Teemo;0
7797;lol kha is solo;ally;00:35:08;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7798;so i go solo to;ally;00:35:10;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7799;and poison too ;;;;;;;;;0
7800;more minions;ally;00:35:18;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7801;53% minions;ally;00:35:26;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7802;please l2p khazix;ally;00:35:31;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7803;gg khazix;ally;00:35:44;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;0
7804;GG KHA;ally;00:35:52;7.0;1.0;1.0;Negative Attitude;1004.0;Thresh;0
7805;report my team pls;ally;00:35:55;7.0;1.0;1.0;Negative Attitude;1004.0;Teemo;0
7806;gg wp;enemy;00:36:05;7.0;1.0;1.0;Negative Attitude;1004.0;Warwick;0
7807;gg;enemy;00:36:09;7.0;1.0;1.0;Negative Attitude;1004.0;Singed;0
7808;noobs;ally;00:36:09;7.0;1.0;1.0;Negative Attitude;1004.0;Teemo;1
7809;nooob kha;ally;00:36:10;7.0;1.0;1.0;Negative Attitude;1004.0;Ashe;1
7810;lol;ally;00:00:57;6.0;2.0;0.0;Verbal Abuse;10040.0;Thresh;0
7811;you start red?;ally;00:01:10;6.0;2.0;0.0;Verbal Abuse;10040.0;Lee Sin;0
7812;ye;ally;00:01:17;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;0
7813;hard pls;enemy;00:02:01;6.0;2.0;0.0;Verbal Abuse;10040.0;Rengar;0
7814;&lt;;;;;;;;;0
7815;no igntae of flash mid;offender;00:02:33;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7816;baited;offender;00:03:45;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7817;no;enemy;00:03:50;6.0;2.0;0.0;Verbal Abuse;10040.0;Talon;0
7818;yes;offender;00:03:53;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7819;?;ally;00:03:58;6.0;2.0;0.0;Verbal Abuse;10040.0;Lee Sin;0
7820;i have been stupid to go under tturrets;enemy;00:03:58;6.0;2.0;0.0;Verbal Abuse;10040.0;Talon;0
7821;miss click;enemy;00:04:04;6.0;2.0;0.0;Verbal Abuse;10040.0;Vi;0
7822;:d;ally;00:04:15;6.0;2.0;0.0;Verbal Abuse;10040.0;Thresh;0
7823;YOU STILL BAITED;offender;00:04:23;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7824;not in the first min;offender;00:04:35;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7825;fu ckk;ally;00:05:01;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;1
7826;soz;ally;00:05:02;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;0
7827;..;ally;00:05:02;6.0;2.0;0.0;Verbal Abuse;10040.0;Lee Sin;0
7828;i have ignite;offender;00:05:14;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7829;didnt realize the turret;ally;00:05:19;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;0
7830;hit me;ally;00:05:25;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;0
7831;gj;enemy;00:05:27;6.0;2.0;0.0;Verbal Abuse;10040.0;Vi;0
7832;:/;ally;00:05:30;6.0;2.0;0.0;Verbal Abuse;10040.0;Lee Sin;0
7833;kata need gank?;ally;00:05:38;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;0
7834;no;offender;00:05:42;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7835;ty;ally;00:05:47;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;0
7836;warded ?;enemy;00:06:35;6.0;2.0;0.0;Verbal Abuse;10040.0;Rengar;0
7837;clear;enemy;00:06:36;6.0;2.0;0.0;Verbal Abuse;10040.0;Fiddlesticks;0
7838;ior not;enemy;00:06:39;6.0;2.0;0.0;Verbal Abuse;10040.0;Fiddlesticks;0
7839;no ^^;enemy;00:06:40;6.0;2.0;0.0;Verbal Abuse;10040.0;Rengar;0
7840;lol i didint preess ult;offender;00:06:41;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7841;fu;enemy;00:07:01;6.0;2.0;0.0;Verbal Abuse;10040.0;Fiddlesticks;1
7842;sry;enemy;00:07:04;6.0;2.0;0.0;Verbal Abuse;10040.0;Fiddlesticks;0
7843;wellwellwell;offender;00:07:28;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7844;why talon;offender;00:07:31;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7845;u are lucky this time;enemy;00:07:40;6.0;2.0;0.0;Verbal Abuse;10040.0;Talon;0
7846;no;offender;00:07:44;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7847;brb;enemy;00:07:45;6.0;2.0;0.0;Verbal Abuse;10040.0;Fiddlesticks;0
7848;u cant do so;offender;00:07:54;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7849;i givw you a tip;offender;00:08:01;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7850;i njeed help;enemy;00:08:22;6.0;2.0;0.0;Verbal Abuse;10040.0;Talon;0
7851;that ult XD;enemy;00:08:31;6.0;2.0;0.0;Verbal Abuse;10040.0;Ezreal;0
7852;fail;offender;00:09:20;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7853;ye;ally;00:09:23;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;0
7854;j4 ?;offender;00:09:32;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7855;wtf;offender;00:09:33;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7856;lol?;ally;00:09:36;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;0
7857;you didint see he ulted?;offender;00:09:43;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7858;why u didnt back?;ally;00:09:43;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;0
7859;ok rengar feed;offender;00:09:56;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7860;clear;enemy;00:09:58;6.0;2.0;0.0;Verbal Abuse;10040.0;Fiddlesticks;0
7861;again nice ulti ez;ally;00:10:05;6.0;2.0;0.0;Verbal Abuse;10040.0;Caitlyn;0
7862;gj;enemy;00:11:21;6.0;2.0;0.0;Verbal Abuse;10040.0;Fiddlesticks;0
7863;worth it;enemy;00:11:23;6.0;2.0;0.0;Verbal Abuse;10040.0;Fiddlesticks;0
7864;gj;enemy;00:11:56;6.0;2.0;0.0;Verbal Abuse;10040.0;Rengar;0
7865;u do so much damage;offender;00:12:06;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7866;and are so feed;offender;00:12:11;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7867;:D;enemy;00:12:13;6.0;2.0;0.0;Verbal Abuse;10040.0;Rengar;0
7868;rengar op;enemy;00:12:17;6.0;2.0;0.0;Verbal Abuse;10040.0;Rengar;0
7869;next time let artican jarvan;ally;00:12:23;6.0;2.0;0.0;Verbal Abuse;10040.0;Caitlyn;0
7870;yeah but not jungle;offender;00:12:25;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7871;jungle is the best role to carry game;enemy;00:12:52;6.0;2.0;0.0;Verbal Abuse;10040.0;Rengar;0
7872;damn it miss click;enemy;00:13:26;6.0;2.0;0.0;Verbal Abuse;10040.0;Fiddlesticks;0
7873;gj supp afk;ally;00:14:09;6.0;2.0;0.0;Verbal Abuse;10040.0;Caitlyn;0
7874;WTF;ally;00:14:16;6.0;2.0;0.0;Verbal Abuse;10040.0;Lee Sin;0
7875;,;enemy;00:14:20;6.0;2.0;0.0;Verbal Abuse;10040.0;Vi;0
7876;lee hwy the hell u do ult and not q;offender;00:14:24;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7877;?;enemy;00:14:25;6.0;2.0;0.0;Verbal Abuse;10040.0;Vi;0
7878;I do;ally;00:14:32;6.0;2.0;0.0;Verbal Abuse;10040.0;Lee Sin;0
7879;But, 0.5 sec late :/.;ally;00:14:38;6.0;2.0;0.0;Verbal Abuse;10040.0;Lee Sin;0
7880;do u did ult and didint press q;offender;00:14:46;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7881;ohhh dear;offender;00:14:56;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7882;BECAUSE I CAN'T;ally;00:14:56;6.0;2.0;0.0;Verbal Abuse;10040.0;Lee Sin;0
7883;You don't understand?;ally;00:15:02;6.0;2.0;0.0;Verbal Abuse;10040.0;Lee Sin;0
7884;just surrender support afk;ally;00:15:11;6.0;2.0;0.0;Verbal Abuse;10040.0;Caitlyn;0
7885;My Q have ntot ilimity time;ally;00:15:15;6.0;2.0;0.0;Verbal Abuse;10040.0;Lee Sin;0
7886;wp;offender;00:15:28;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7887;free kill;enemy;00:15:42;6.0;2.0;0.0;Verbal Abuse;10040.0;Ezreal;0
7888;lol;ally;00:15:54;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;0
7889;^^;enemy;00:15:57;6.0;2.0;0.0;Verbal Abuse;10040.0;Vi;0
7890;i do it;enemy;00:15:58;6.0;2.0;0.0;Verbal Abuse;10040.0;Talon;0
7891;kk;enemy;00:16:04;6.0;2.0;0.0;Verbal Abuse;10040.0;Rengar;0
7892;my timing;ally;00:16:04;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;0
7893;i have life stael;enemy;00:16:06;6.0;2.0;0.0;Verbal Abuse;10040.0;Talon;0
7894;1 v2 interessing;ally;00:16:16;6.0;2.0;0.0;Verbal Abuse;10040.0;Caitlyn;0
7895;top warded ?;enemy;00:16:18;6.0;2.0;0.0;Verbal Abuse;10040.0;Rengar;0
7896;euuuuuuuuuu;enemy;00:16:28;6.0;2.0;0.0;Verbal Abuse;10040.0;Vi;0
7897;maybe;enemy;00:16:30;6.0;2.0;0.0;Verbal Abuse;10040.0;Vi;0
7898;ss top;ally;00:16:59;6.0;2.0;0.0;Verbal Abuse;10040.0;Lee Sin;0
7899;so much damage;offender;00:17:40;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7900;fuck dat snipe i ulted :'(;enemy;00:17:45;6.0;2.0;0.0;Verbal Abuse;10040.0;Rengar;0
7901;i got ur back;enemy;00:17:48;6.0;2.0;0.0;Verbal Abuse;10040.0;Ezreal;0
7902;XD;enemy;00:17:55;6.0;2.0;0.0;Verbal Abuse;10040.0;Ezreal;0
7903;bot have rly feed u;offender;00:18:02;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7904;just wanted to save talon XD;enemy;00:18:07;6.0;2.0;0.0;Verbal Abuse;10040.0;Ezreal;0
7905;y gj;enemy;00:18:13;6.0;2.0;0.0;Verbal Abuse;10040.0;Rengar;0
7906;i waste my ult ^^;enemy;00:18:19;6.0;2.0;0.0;Verbal Abuse;10040.0;Rengar;0
7907;XD;enemy;00:18:22;6.0;2.0;0.0;Verbal Abuse;10040.0;Ezreal;0
7908;i can solo;enemy;00:18:25;6.0;2.0;0.0;Verbal Abuse;10040.0;Rengar;0
7909;coming top;enemy;00:19:13;6.0;2.0;0.0;Verbal Abuse;10040.0;Rengar;0
7910;ulted;ally;00:19:32;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;0
7911;Thx J4 and Tresh for ruined the game :);ally;00:20:06;6.0;2.0;0.0;Verbal Abuse;10040.0;Lee Sin;0
7912;?;ally;00:20:09;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;0
7913;mmm lol did i not b;offender;00:20:11;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7914;lee chill;offender;00:20:17;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7915;ye;ally;00:20:20;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;0
7916;you;offender;00:20:25;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7917;this is 1 game of how many;offender;00:20:34;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7918;i'm 1v2 no help it's ok;ally;00:20:40;6.0;2.0;0.0;Verbal Abuse;10040.0;Caitlyn;0
7919;gj;enemy;00:20:41;6.0;2.0;0.0;Verbal Abuse;10040.0;Rengar;0
7920;so chill;offender;00:20:41;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7921;cait;ally;00:20:46;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;0
7922;dont flame;offender;00:20:50;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7923;have fun;offender;00:20:57;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7924;i won a lot of 2v1 bot lane;ally;00:20:57;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;0
7925;and katarina;ally;00:21:01;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;0
7926;have right;ally;00:21:05;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;0
7927;its not ranked;ally;00:21:07;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;0
7928;lol they are feed;ally;00:21:09;6.0;2.0;0.0;Verbal Abuse;10040.0;Caitlyn;0
7929;u fed ezreal;ally;00:21:15;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;1
7930;not me;ally;00:21:16;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;0
7931;so stfu;ally;00:21:19;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;1
7932;Jarvan;ally;00:21:30;6.0;2.0;0.0;Verbal Abuse;10040.0;Lee Sin;0
7933;shut up bastard noob;ally;00:21:33;6.0;2.0;0.0;Verbal Abuse;10040.0;Lee Sin;1
7934;Don't replay J4 in your life;ally;00:21:41;6.0;2.0;0.0;Verbal Abuse;10040.0;Lee Sin;0
7935;lee stfu;offender;00:21:42;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;1
7936;o it's funny 1/5;ally;00:21:51;6.0;2.0;0.0;Verbal Abuse;10040.0;Caitlyn;0
7937;report lee for flame all the time;offender;00:21:53;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7938;SO FUNNY;ally;00:21:54;6.0;2.0;0.0;Verbal Abuse;10040.0;Caitlyn;0
7939;Kata, you are so bad;ally;00:21:55;6.0;2.0;0.0;Verbal Abuse;10040.0;Lee Sin;1
7940;ok lee mted;offender;00:22:10;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7941;ok;ally;00:22:13;6.0;2.0;0.0;Verbal Abuse;10040.0;Lee Sin;0
7942;report lee plz;offender;00:22:27;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7943;guys?;offender;00:22:31;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7944;for?;ally;00:22:43;6.0;2.0;0.0;Verbal Abuse;10040.0;Lee Sin;0
7945;berbal abuse;offender;00:22:51;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7946;Said you;ally;00:23:01;6.0;2.0;0.0;Verbal Abuse;10040.0;Lee Sin;0
7947;verbal abuse;offender;00:23:03;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7948;i will only report cait;ally;00:23:10;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;0
7949;"I insults cause ""stfu Lee""";ally;00:23:10;6.0;2.0;0.0;Verbal Abuse;10040.0;Lee Sin;0
7950;why jarvan?;ally;00:23:18;6.0;2.0;0.0;Verbal Abuse;10040.0;Caitlyn;0
7951;I'm not your dog, I didn't flame you;ally;00:23:23;6.0;2.0;0.0;Verbal Abuse;10040.0;Lee Sin;0
7952;yes?;ally;00:23:34;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;0
7953;i wanaa play;ally;00:23:41;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;0
7954;a normal game;ally;00:23:43;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;0
7955;need 3 more stack on my necklace :p;enemy;00:23:46;6.0;2.0;0.0;Verbal Abuse;10040.0;Rengar;0
7956;click yeesss;ally;00:23:46;6.0;2.0;0.0;Verbal Abuse;10040.0;Caitlyn;0
7957;gg;offender;00:23:59;6.0;2.0;0.0;Verbal Abuse;10040.0;Katarina;0
7958;wp;ally;00:24:03;6.0;2.0;0.0;Verbal Abuse;10040.0;Jarvan IV;0
7959;gg wp;enemy;00:24:04;6.0;2.0;0.0;Verbal Abuse;10040.0;Vi;0
7960;GG;enemy;00:24:05;6.0;2.0;0.0;Verbal Abuse;10040.0;Rengar;0
7961;rreport tresh;ally;00:24:06;6.0;2.0;0.0;Verbal Abuse;10040.0;Caitlyn;0
7962;wp;enemy;00:24:06;6.0;2.0;0.0;Verbal Abuse;10040.0;Ezreal;0
7963;gg wp report J4 + tesh;ally;00:24:07;6.0;2.0;0.0;Verbal Abuse;10040.0;Lee Sin;0
7964;ill smite;enemy;00:01:35;6.0;1.0;1.0;Offensive Language;10041.0;Jarvan IV;0
7965;ofc;enemy;00:01:36;6.0;1.0;1.0;Offensive Language;10041.0;Jarvan IV;0
7966;ty;enemy;00:02:04;6.0;1.0;1.0;Offensive Language;10041.0;Jarvan IV;0
7967;np;enemy;00:02:06;6.0;1.0;1.0;Offensive Language;10041.0;Jinx;0
7968;gj;enemy;00:04:12;6.0;1.0;1.0;Offensive Language;10041.0;Jarvan IV;0
7969;gj leo;enemy;00:04:29;6.0;1.0;1.0;Offensive Language;10041.0;Jinx;0
7970;kassa midd;enemy;00:04:30;6.0;1.0;1.0;Offensive Language;10041.0;Jarvan IV;0
